name,wilaya,zone,date,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,WS10M,WS50M,T2M,RH2M,PRECTOTCORR
Algiers,Alger,Tell/Coastal,20040902,5.165,6.2042,2.6201,3.0,3.68,26.19,76.34,0.26
Algiers,Alger,Tell/Coastal,20040903,3.4752,5.7842,0.7838,4.84,6.61,27.09,67.53,0.89
Algiers,Alger,Tell/Coastal,20040904,5.9539,6.1771,4.3978,6.22,9.32,29.34,58.07,0.0
Algiers,Alger,Tell/Coastal,20040905,4.7849,6.1037,1.9733,3.45,5.19,28.08,62.92,2.98
Algiers,Alger,Tell/Coastal,20040906,3.9569,5.765,0.8261,5.0,6.57,26.45,74.96,2.16
Algiers,Alger,Tell/Coastal,20040907,4.5622,6.0828,2.2505,4.07,5.88,27.07,65.46,0.39
Algiers,Alger,Tell/Coastal,20040908,5.771,5.964,4.3589,4.71,6.39,26.69,69.29,0.28
Algiers,Alger,Tell/Coastal,20040909,5.4055,6.0542,3.413,6.17,7.46,25.97,74.22,0.04
Algiers,Alger,Tell/Coastal,20040910,5.2891,5.9623,3.5611,5.58,7.16,26.29,69.18,0.0
Algiers,Alger,Tell/Coastal,20040911,5.6597,5.958,4.7093,2.12,2.95,26.45,68.69,0.0
Algiers,Alger,Tell/Coastal,20040912,5.964,6.0317,5.9856,2.43,3.27,26.4,72.32,0.01
Algiers,Alger,Tell/Coastal,20040913,5.1634,5.9357,4.3224,2.4,3.04,25.76,81.72,0.35
Algiers,Alger,Tell/Coastal,20040914,5.5512,6.0912,4.7911,1.88,2.13,25.76,74.3,0.64
Algiers,Alger,Tell/Coastal,20040915,3.5362,5.9412,1.8826,3.21,3.63,24.77,75.18,2.19
Algiers,Alger,Tell/Coastal,20040916,5.4372,5.9486,5.3525,5.44,6.08,23.94,80.2,5.22
Algiers,Alger,Tell/Coastal,20040917,5.8862,6.3394,8.1989,4.9,5.47,23.12,67.43,0.05
Algiers,Alger,Tell/Coastal,20040918,5.9635,6.2261,7.758,3.07,3.35,22.72,64.4,0.0
Algiers,Alger,Tell/Coastal,20040919,6.2645,6.2957,9.1061,3.58,3.93,22.77,70.24,0.0
Algiers,Alger,Tell/Coastal,20040920,5.9618,6.1529,7.871,5.49,6.12,23.16,73.1,0.0
Algiers,Alger,Tell/Coastal,20040921,5.9316,6.012,7.9222,4.3,4.77,24.15,70.48,0.0
Algiers,Alger,Tell/Coastal,20040922,5.9623,5.9777,8.3539,3.19,3.44,23.79,73.58,0.0
Algiers,Alger,Tell/Coastal,20040923,6.059,6.0809,9.1627,2.16,2.3,23.42,71.24,0.0
Algiers,Alger,Tell/Coastal,20040924,5.8387,5.8745,7.7515,2.41,2.67,24.08,74.24,0.05
Algiers,Alger,Tell/Coastal,20040925,2.4259,5.7086,1.3188,6.24,6.99,22.55,72.21,2.35
Algiers,Alger,Tell/Coastal,20040926,4.5967,5.8476,4.3486,3.79,4.19,20.73,66.99,0.19
Algiers,Alger,Tell/Coastal,20040927,4.5475,5.6957,5.142,3.86,4.24,21.02,69.07,1.5
Algiers,Alger,Tell/Coastal,20040928,5.7811,5.8481,8.7012,3.02,3.32,21.23,67.51,0.19
Algiers,Alger,Tell/Coastal,20040929,5.8469,5.8517,9.1889,3.99,4.52,22.48,63.66,0.0
Algiers,Alger,Tell/Coastal,20040930,5.7684,5.7782,8.9302,3.16,3.62,22.48,69.77,0.0
Algiers,Alger,Tell/Coastal,20041001,5.6191,5.6563,8.3174,3.69,4.19,22.83,68.66,0.0
Algiers,Alger,Tell/Coastal,20041002,5.4706,5.5819,7.7765,4.67,5.51,23.33,72.6,0.01
Algiers,Alger,Tell/Coastal,20041003,4.0937,5.3033,3.1805,3.08,4.18,23.8,72.89,0.17
Algiers,Alger,Tell/Coastal,20041004,3.4073,5.0969,2.6455,4.12,6.07,24.66,64.87,0.0
Algiers,Alger,Tell/Coastal,20041005,4.6874,4.9966,4.5809,3.85,5.57,25.09,62.43,0.0
Algiers,Alger,Tell/Coastal,20041006,4.7299,5.0798,4.7292,4.45,6.11,24.71,65.6,0.04
Algiers,Alger,Tell/Coastal,20041007,4.4352,5.0237,4.2622,2.54,3.54,25.01,63.64,0.0
Algiers,Alger,Tell/Coastal,20041008,4.4362,4.9858,4.5034,2.68,3.8,25.36,56.07,0.01
Algiers,Alger,Tell/Coastal,20041009,4.5425,4.8624,4.5838,4.78,6.54,23.86,76.01,0.43
Algiers,Alger,Tell/Coastal,20041010,3.3617,4.735,2.4098,6.57,7.82,22.01,77.63,3.67
Algiers,Alger,Tell/Coastal,20041011,2.7898,5.0566,1.7246,5.36,6.19,21.71,71.87,0.11
Algiers,Alger,Tell/Coastal,20041012,4.3224,5.0162,3.8657,3.85,4.29,21.24,67.96,0.05
Algiers,Alger,Tell/Coastal,20041013,4.0224,5.0525,5.5224,3.67,4.12,20.69,71.73,0.02
Algiers,Alger,Tell/Coastal,20041014,4.8331,5.1089,6.936,4.72,5.36,20.95,69.76,0.01
Algiers,Alger,Tell/Coastal,20041015,3.1831,4.8775,1.5463,7.09,8.18,20.55,74.93,0.06
Algiers,Alger,Tell/Coastal,20041016,4.625,4.8929,7.2713,7.34,8.46,20.61,74.36,0.02
Algiers,Alger,Tell/Coastal,20041017,4.9574,4.9826,8.635,4.82,5.45,20.84,72.43,0.0
Algiers,Alger,Tell/Coastal,20041018,4.1501,4.721,4.6442,2.69,3.32,22.05,70.42,0.05
Algiers,Alger,Tell/Coastal,20041019,4.2756,4.5466,4.8658,4.36,5.35,23.01,71.49,0.24
Algiers,Alger,Tell/Coastal,20041020,3.7118,4.3632,2.6724,2.63,3.93,24.35,65.92,0.0
Algiers,Alger,Tell/Coastal,20041021,3.1526,4.2936,2.4744,2.87,4.07,23.67,75.37,0.05
Algiers,Alger,Tell/Coastal,20041022,3.6766,4.074,3.1517,3.12,3.96,23.17,81.96,0.42
Algiers,Alger,Tell/Coastal,20041023,3.4985,4.0973,1.8792,2.89,4.38,24.65,66.46,0.01
Algiers,Alger,Tell/Coastal,20041024,4.0486,4.2497,4.8982,4.12,5.45,25.18,58.17,0.0
Algiers,Alger,Tell/Coastal,20041025,4.3174,4.333,6.072,4.6,6.25,25.39,54.03,0.21
Algiers,Alger,Tell/Coastal,20041026,2.2594,4.1525,1.6387,7.82,8.98,20.32,71.26,6.71
Algiers,Alger,Tell/Coastal,20041027,3.5902,4.3078,4.1076,3.45,4.34,20.41,65.32,0.48
Algiers,Alger,Tell/Coastal,20041028,2.4547,4.2038,1.093,6.06,7.28,21.22,74.46,0.84
Algiers,Alger,Tell/Coastal,20041029,1.8319,3.9506,0.2227,4.01,4.53,19.88,80.55,3.92
Algiers,Alger,Tell/Coastal,20041030,0.6473,3.9216,0.0689,4.09,4.51,17.63,84.79,19.3
Algiers,Alger,Tell/Coastal,20041031,2.7266,4.2079,2.2814,6.19,7.07,17.7,72.15,1.36
Algiers,Alger,Tell/Coastal,20041101,3.5412,4.1275,5.3333,5.32,6.04,17.49,70.59,4.04
Algiers,Alger,Tell/Coastal,20041102,2.3556,4.0378,2.6537,7.11,8.28,17.58,72.54,4.5
Algiers,Alger,Tell/Coastal,20041103,2.9129,4.0164,4.1309,5.8,6.64,18.47,73.61,0.06
Algiers,Alger,Tell/Coastal,20041104,3.7044,3.8825,5.4619,2.71,2.98,18.14,78.79,0.07
Algiers,Alger,Tell/Coastal,20041105,3.2899,3.6972,4.0548,2.53,2.76,18.31,84.78,1.25
Algiers,Alger,Tell/Coastal,20041106,3.5335,3.7836,5.6102,3.44,3.83,18.71,85.05,0.76
Algiers,Alger,Tell/Coastal,20041107,3.2069,3.6533,3.8892,1.78,1.9,18.38,79.32,3.69
Algiers,Alger,Tell/Coastal,20041108,0.8885,3.7591,0.3679,3.97,4.4,17.07,76.8,4.28
Algiers,Alger,Tell/Coastal,20041109,2.6345,3.6631,3.6754,6.28,7.28,17.4,74.91,0.81
Algiers,Alger,Tell/Coastal,20041110,2.1101,3.715,1.5598,7.44,8.78,17.43,70.07,6.49
Algiers,Alger,Tell/Coastal,20041111,2.2661,3.4207,1.2581,4.47,4.95,14.27,76.18,6.61
Algiers,Alger,Tell/Coastal,20041112,3.4032,3.6905,5.55,2.89,3.22,14.46,71.12,2.93
Algiers,Alger,Tell/Coastal,20041113,0.815,3.27,0.023,9.29,10.93,16.02,79.26,46.6
Algiers,Alger,Tell/Coastal,20041114,1.8718,3.5546,1.9882,7.98,9.2,14.43,69.48,2.13
Algiers,Alger,Tell/Coastal,20041115,1.8739,3.551,2.3196,4.3,4.7,13.26,74.49,6.65
Algiers,Alger,Tell/Coastal,20041116,1.8466,3.5462,2.0249,2.0,2.14,13.24,68.19,2.44
Algiers,Alger,Tell/Coastal,20041117,1.9236,3.6094,2.1221,2.35,2.64,14.7,61.45,0.0
Algiers,Alger,Tell/Coastal,20041118,3.6197,3.6595,7.7849,2.57,2.81,14.95,67.73,0.0
Algiers,Alger,Tell/Coastal,20041119,3.6161,3.649,7.3286,5.9,6.73,15.8,73.96,0.0
Algiers,Alger,Tell/Coastal,20041120,3.0689,3.4534,5.4134,3.76,4.28,16.35,76.83,0.0
Algiers,Alger,Tell/Coastal,20041121,3.5299,3.5446,7.5845,5.89,6.76,16.3,78.25,0.0
Algiers,Alger,Tell/Coastal,20041122,3.4385,3.4646,7.1861,3.32,3.75,16.53,71.33,0.0
Algiers,Alger,Tell/Coastal,20041123,3.3463,3.4382,6.7553,2.84,3.2,16.13,75.34,0.0
Algiers,Alger,Tell/Coastal,20041124,3.3646,3.4128,7.0274,2.33,2.53,15.33,84.95,0.0
Algiers,Alger,Tell/Coastal,20041125,3.1272,3.3516,6.2722,1.83,1.99,15.37,74.35,0.06
Algiers,Alger,Tell/Coastal,20041126,3.2909,3.3192,6.636,2.09,2.28,15.5,70.39,0.02
Algiers,Alger,Tell/Coastal,20041127,3.168,3.301,6.2813,2.67,2.97,16.22,72.9,0.0
Algiers,Alger,Tell/Coastal,20041128,3.2215,3.3067,6.2995,3.31,3.82,15.89,73.04,0.0
Algiers,Alger,Tell/Coastal,20041129,2.4946,3.1574,1.5818,4.94,5.64,15.89,79.59,0.05
Algiers,Alger,Tell/Coastal,20041130,1.6286,2.9105,0.6518,4.09,4.62,15.73,81.82,2.01
Algiers,Alger,Tell/Coastal,20041201,2.892,3.0053,4.4429,7.0,8.97,17.25,71.4,0.02
Algiers,Alger,Tell/Coastal,20041202,2.7413,3.0216,4.0978,3.27,3.85,16.56,80.8,0.1
Algiers,Alger,Tell/Coastal,20041203,2.905,2.9753,4.3814,2.49,3.32,17.51,77.37,0.0
Algiers,Alger,Tell/Coastal,20041204,2.6237,2.8896,3.5556,6.34,7.49,16.37,81.22,1.53
Algiers,Alger,Tell/Coastal,20041205,2.4413,3.1169,2.6784,3.32,3.67,15.53,75.49,0.8
Algiers,Alger,Tell/Coastal,20041206,1.0034,2.8884,0.4646,3.02,3.41,14.47,82.73,9.97
Algiers,Alger,Tell/Coastal,20041207,1.8782,2.9453,2.8577,7.96,9.26,14.67,82.97,2.88
Algiers,Alger,Tell/Coastal,20041208,2.3398,2.9453,3.7248,4.13,4.73,14.37,75.98,0.47
Algiers,Alger,Tell/Coastal,20041209,0.923,2.7895,0.0955,8.08,9.32,15.03,84.93,19.71
Algiers,Alger,Tell/Coastal,20041210,1.5866,2.8687,1.9865,5.49,6.31,15.58,81.62,8.73
Algiers,Alger,Tell/Coastal,20041211,2.6508,3.0005,5.1324,1.91,2.09,14.78,78.98,0.97
Algiers,Alger,Tell/Coastal,20041212,2.9522,3.0353,6.1788,4.28,4.91,14.89,74.29,0.17
Algiers,Alger,Tell/Coastal,20041213,2.8114,3.065,4.7378,5.01,5.8,14.96,74.99,0.08
Algiers,Alger,Tell/Coastal,20041214,1.9944,2.9712,0.4414,4.63,5.43,14.84,74.81,0.05
Algiers,Alger,Tell/Coastal,20041215,0.8364,2.7763,0.049,5.07,6.07,14.93,75.77,0.79
Algiers,Alger,Tell/Coastal,20041216,1.3783,2.7979,1.0493,4.15,4.84,14.35,83.09,7.83
Algiers,Alger,Tell/Coastal,20041217,1.5343,2.8882,2.5884,8.27,9.86,14.99,79.99,2.58
Algiers,Alger,Tell/Coastal,20041218,1.2017,2.9657,1.6867,7.74,9.44,15.78,83.16,1.37
Algiers,Alger,Tell/Coastal,20041219,2.9844,3.0886,6.6905,7.42,8.95,15.38,83.75,0.0
Algiers,Alger,Tell/Coastal,20041220,1.7498,3.0463,3.1462,7.39,8.93,15.52,79.97,1.66
Algiers,Alger,Tell/Coastal,20041221,1.4066,2.9837,1.9658,4.18,4.66,13.5,74.35,2.52
Algiers,Alger,Tell/Coastal,20041222,2.0299,2.9234,1.2372,6.54,7.54,13.26,75.5,2.94
Algiers,Alger,Tell/Coastal,20041223,2.5474,3.0811,5.6126,4.41,5.01,12.59,67.96,0.36
Algiers,Alger,Tell/Coastal,20041224,3.1313,3.1507,7.2583,3.24,3.73,12.61,58.61,0.0
Algiers,Alger,Tell/Coastal,20041225,0.9773,2.9482,0.2844,7.13,8.31,12.15,76.19,7.42
Algiers,Alger,Tell/Coastal,20041226,1.4558,2.9455,0.9485,11.19,12.9,11.11,76.99,20.66
Algiers,Alger,Tell/Coastal,20041227,2.3894,3.0101,3.1435,6.2,7.07,10.95,65.62,2.23
Algiers,Alger,Tell/Coastal,20041228,1.7556,3.0226,2.6203,11.23,13.2,11.97,68.52,1.4
Algiers,Alger,Tell/Coastal,20041229,1.9435,3.0658,2.2898,10.59,12.45,12.86,62.99,9.15
Algiers,Alger,Tell/Coastal,20041230,1.2178,2.9054,1.1614,9.9,11.7,12.61,73.77,22.87
Algiers,Alger,Tell/Coastal,20041231,1.3462,3.041,1.9493,6.04,7.1,12.7,72.63,1.46
Algiers,Alger,Tell/Coastal,20050101,1.9313,3.0778,3.6977,5.98,6.83,13.38,76.75,0.32
Algiers,Alger,Tell/Coastal,20050102,3.1279,3.1637,6.9067,2.63,2.88,13.28,78.52,0.02
Algiers,Alger,Tell/Coastal,20050103,2.3926,3.1138,4.8842,3.23,3.64,12.65,80.13,0.4
Algiers,Alger,Tell/Coastal,20050104,3.2623,3.3137,7.716,3.37,3.76,12.67,68.53,0.03
Algiers,Alger,Tell/Coastal,20050105,3.3605,3.401,8.0611,2.77,3.13,12.74,60.23,0.0
Algiers,Alger,Tell/Coastal,20050106,3.385,3.4171,8.0566,2.41,2.66,12.22,62.04,0.0
Algiers,Alger,Tell/Coastal,20050107,3.3182,3.3547,7.6212,3.04,3.39,12.67,66.42,0.0
Algiers,Alger,Tell/Coastal,20050108,3.3146,3.36,7.5814,3.55,4.07,12.55,63.59,0.0
Algiers,Alger,Tell/Coastal,20050109,3.3218,3.3578,7.5286,2.87,3.26,12.43,66.71,0.0
Algiers,Alger,Tell/Coastal,20050110,3.0586,3.2988,5.3722,3.31,3.71,12.22,66.7,0.0
Algiers,Alger,Tell/Coastal,20050111,3.03,3.2566,5.3143,2.01,2.24,12.35,65.99,0.0
Algiers,Alger,Tell/Coastal,20050112,2.7134,3.2712,4.9973,1.45,1.56,11.85,70.97,0.0
Algiers,Alger,Tell/Coastal,20050113,2.6335,3.1202,4.0495,2.84,3.11,12.67,76.51,0.03
Algiers,Alger,Tell/Coastal,20050114,3.1349,3.3595,6.1865,1.9,2.07,12.98,76.72,0.0
Algiers,Alger,Tell/Coastal,20050115,3.5126,3.5599,7.4779,4.07,4.62,12.78,69.26,0.0
Algiers,Alger,Tell/Coastal,20050116,3.3732,3.5707,6.3506,4.82,5.5,12.63,75.22,0.0
Algiers,Alger,Tell/Coastal,20050117,3.4433,3.4752,7.1669,3.64,3.95,11.86,80.61,0.01
Algiers,Alger,Tell/Coastal,20050118,2.8802,3.4762,5.6726,5.87,6.84,12.36,79.98,1.05
Algiers,Alger,Tell/Coastal,20050119,2.4283,3.5546,3.943,10.47,12.67,13.62,68.39,1.82
Algiers,Alger,Tell/Coastal,20050120,2.0047,3.4634,2.9549,5.23,6.12,13.55,83.03,0.76
Algiers,Alger,Tell/Coastal,20050121,3.6276,3.6355,7.6774,5.52,6.52,14.02,87.8,0.0
Algiers,Alger,Tell/Coastal,20050122,3.7447,3.7586,8.2951,3.73,4.22,13.77,83.16,0.0
Algiers,Alger,Tell/Coastal,20050123,3.6878,3.7164,7.6747,3.44,3.81,13.29,81.97,0.01
Algiers,Alger,Tell/Coastal,20050124,1.9025,3.48,1.3114,5.65,6.37,12.66,83.54,13.63
Algiers,Alger,Tell/Coastal,20050125,1.2118,3.6235,1.1143,9.65,11.03,8.62,75.91,18.26
Algiers,Alger,Tell/Coastal,20050126,0.7121,3.6413,0.4843,8.73,10.02,7.13,73.84,12.3
Algiers,Alger,Tell/Coastal,20050127,0.9746,3.6118,0.2849,4.79,5.3,7.28,76.32,14.17
Algiers,Alger,Tell/Coastal,20050128,1.2468,3.565,1.1062,6.08,6.97,8.6,70.43,2.54
Algiers,Alger,Tell/Coastal,20050129,1.5485,3.5568,1.0433,8.92,10.46,10.65,71.41,7.23
Algiers,Alger,Tell/Coastal,20050130,1.9498,3.7478,2.0342,5.75,6.56,9.5,70.16,3.86
Algiers,Alger,Tell/Coastal,20050131,1.6704,3.8364,2.1768,4.75,5.36,9.48,69.15,1.73
Algiers,Alger,Tell/Coastal,20050201,3.1459,3.911,4.7849,5.42,6.1,10.36,72.34,0.36
Algiers,Alger,Tell/Coastal,20050202,2.2663,3.9475,2.3083,5.35,6.06,11.55,72.56,0.53
Algiers,Alger,Tell/Coastal,20050203,2.2697,3.977,1.5871,2.78,3.12,10.59,75.0,0.72
Algiers,Alger,Tell/Coastal,20050204,2.7132,4.1129,4.4846,4.82,5.39,10.88,78.38,0.23
Algiers,Alger,Tell/Coastal,20050205,2.243,4.1239,1.4806,4.42,4.98,11.48,70.74,0.02
Algiers,Alger,Tell/Coastal,20050206,3.1819,4.0601,4.4155,4.51,5.13,11.51,74.27,0.31
Algiers,Alger,Tell/Coastal,20050207,3.3821,4.1335,4.5809,6.32,7.67,12.51,71.16,0.0
Algiers,Alger,Tell/Coastal,20050208,1.9949,3.7514,0.2642,4.86,5.66,11.55,82.34,3.31
Algiers,Alger,Tell/Coastal,20050209,1.6805,3.9794,0.275,9.45,11.26,12.22,79.06,5.11
Algiers,Alger,Tell/Coastal,20050210,3.2851,4.2989,5.4209,4.79,5.45,12.3,72.67,0.07
Algiers,Alger,Tell/Coastal,20050211,4.4002,4.4676,7.699,1.54,1.66,11.47,68.31,0.0
Algiers,Alger,Tell/Coastal,20050212,4.5475,4.5806,8.1346,5.14,5.85,12.38,67.64,0.0
Algiers,Alger,Tell/Coastal,20050213,4.4434,4.4554,7.4719,8.74,10.61,13.57,76.99,0.0
Algiers,Alger,Tell/Coastal,20050214,3.2741,4.5103,3.7639,12.01,14.34,12.17,61.32,4.21
Algiers,Alger,Tell/Coastal,20050215,1.6754,4.5218,1.1191,6.78,8.03,10.2,69.72,10.54
Algiers,Alger,Tell/Coastal,20050216,1.4786,4.4268,0.8278,6.26,7.18,8.28,73.79,10.68
Algiers,Alger,Tell/Coastal,20050217,1.9469,4.3783,1.9356,4.42,4.95,8.78,71.69,4.22
Algiers,Alger,Tell/Coastal,20050218,2.2286,4.5182,1.4194,3.21,3.56,9.21,70.5,1.7
Algiers,Alger,Tell/Coastal,20050219,4.47,4.7587,6.4879,5.18,5.9,10.49,67.17,0.09
Algiers,Alger,Tell/Coastal,20050220,2.3858,4.6327,1.8475,6.68,7.83,11.39,75.18,0.56
Algiers,Alger,Tell/Coastal,20050221,1.4287,4.4386,0.6132,6.02,6.83,9.75,85.33,10.76
Algiers,Alger,Tell/Coastal,20050222,4.0966,5.0014,5.6237,8.03,9.45,10.12,68.12,1.33
Algiers,Alger,Tell/Coastal,20050223,4.9577,5.0597,7.7707,6.89,8.19,12.93,77.33,0.65
Algiers,Alger,Tell/Coastal,20050224,3.7138,4.9001,2.6174,2.57,2.9,12.35,75.15,0.21
Algiers,Alger,Tell/Coastal,20050225,2.3983,4.5886,0.4116,2.36,2.63,11.83,80.88,1.43
Algiers,Alger,Tell/Coastal,20050226,3.5986,5.075,3.7397,5.76,6.51,10.98,72.74,2.93
Algiers,Alger,Tell/Coastal,20050227,1.795,4.7395,0.415,3.49,3.96,10.53,74.83,5.36
Algiers,Alger,Tell/Coastal,20050228,0.798,4.5473,0.1039,7.28,8.18,9.46,84.53,10.93
Algiers,Alger,Tell/Coastal,20050301,1.2473,4.8758,0.4733,9.66,11.21,10.47,84.32,9.8
Algiers,Alger,Tell/Coastal,20050302,3.2158,5.1787,3.1591,5.02,5.76,11.57,77.79,0.98
Algiers,Alger,Tell/Coastal,20050303,2.7096,5.2459,1.655,5.22,6.13,12.4,74.7,1.42
Algiers,Alger,Tell/Coastal,20050304,0.9948,4.8377,0.2402,9.62,10.83,10.05,88.61,18.31
Algiers,Alger,Tell/Coastal,20050305,3.5772,5.3818,3.1474,6.8,7.8,10.32,71.71,0.82
Algiers,Alger,Tell/Coastal,20050306,3.5239,5.5356,4.0625,7.94,9.33,11.68,78.16,2.04
Algiers,Alger,Tell/Coastal,20050307,4.0128,5.5776,4.4974,4.63,5.22,9.81,65.6,4.26
Algiers,Alger,Tell/Coastal,20050308,3.7066,5.5284,3.6338,3.14,3.46,9.29,60.94,0.19
Algiers,Alger,Tell/Coastal,20050309,5.8495,5.9162,9.3286,2.93,3.19,10.3,60.87,0.0
Algiers,Alger,Tell/Coastal,20050310,5.9678,6.0218,9.8112,2.54,2.71,11.64,59.95,0.0
Algiers,Alger,Tell/Coastal,20050311,3.5309,5.6681,1.5302,2.35,2.54,12.61,61.9,0.01
Algiers,Alger,Tell/Coastal,20050312,5.1398,5.7211,5.5476,2.82,3.04,12.17,73.29,0.02
Algiers,Alger,Tell/Coastal,20050313,4.5401,5.394,3.7709,1.94,2.35,14.01,81.97,0.49
Algiers,Alger,Tell/Coastal,20050314,4.3392,5.4646,2.8505,4.33,4.94,14.07,88.06,0.06
Algiers,Alger,Tell/Coastal,20050315,3.6562,5.1698,0.9811,5.69,6.86,14.07,91.57,1.12
Algiers,Alger,Tell/Coastal,20050316,2.706,5.1067,0.1121,6.4,7.44,13.7,92.93,0.06
Algiers,Alger,Tell/Coastal,20050317,2.9234,5.5524,1.7261,4.52,5.11,13.63,92.09,0.11
Algiers,Alger,Tell/Coastal,20050318,4.6622,5.6858,4.2677,4.39,5.22,14.07,87.86,0.0
Algiers,Alger,Tell/Coastal,20050319,5.3707,5.9494,6.0742,2.35,2.89,13.94,85.45,0.0
Algiers,Alger,Tell/Coastal,20050320,4.6579,5.6904,4.7237,2.15,2.7,14.31,88.45,0.07
Algiers,Alger,Tell/Coastal,20050321,4.0606,5.4523,2.0054,2.55,4.01,16.64,77.57,0.03
Algiers,Alger,Tell/Coastal,20050322,4.6836,5.5999,2.0981,3.65,5.65,16.6,81.99,0.03
Algiers,Alger,Tell/Coastal,20050323,4.3666,5.4139,1.3366,3.44,5.21,17.17,81.48,0.46
Algiers,Alger,Tell/Coastal,20050324,2.5975,5.3177,0.2954,3.48,4.86,15.83,92.81,1.0
Algiers,Alger,Tell/Coastal,20050325,4.8624,5.837,2.4686,4.65,6.24,16.54,84.24,0.63
Algiers,Alger,Tell/Coastal,20050326,4.7695,6.083,2.9484,4.07,4.92,15.06,88.75,0.97
Algiers,Alger,Tell/Coastal,20050327,6.1351,6.6439,6.498,6.44,8.0,15.21,86.01,0.01
Algiers,Alger,Tell/Coastal,20050328,4.2134,6.2801,1.3471,5.13,6.19,14.68,85.51,0.78
Algiers,Alger,Tell/Coastal,20050329,4.2653,6.535,3.0946,6.51,8.19,15.22,84.22,0.0
Algiers,Alger,Tell/Coastal,20050330,5.7134,6.5753,6.4992,5.38,6.65,15.13,88.62,0.02
Algiers,Alger,Tell/Coastal,20050331,6.8674,6.9374,9.8983,3.06,3.47,15.02,84.95,0.0
Algiers,Alger,Tell/Coastal,20050401,6.1406,6.9091,5.8824,7.68,8.93,14.85,79.02,0.0
Algiers,Alger,Tell/Coastal,20050402,4.6262,6.023,2.5771,5.27,6.31,14.89,88.84,0.01
Algiers,Alger,Tell/Coastal,20050403,5.3777,6.3859,3.9149,2.73,2.97,13.92,91.2,0.39
Algiers,Alger,Tell/Coastal,20050404,3.2585,6.5069,1.548,4.73,5.44,14.28,89.73,1.73
Algiers,Alger,Tell/Coastal,20050405,2.4043,6.6677,0.9564,4.24,4.87,14.39,87.61,0.79
Algiers,Alger,Tell/Coastal,20050406,6.6718,6.971,8.1893,3.77,4.24,14.11,85.34,0.09
Algiers,Alger,Tell/Coastal,20050407,5.3364,6.719,2.4763,3.67,4.91,17.08,71.78,0.0
Algiers,Alger,Tell/Coastal,20050408,4.1335,5.6849,0.6384,3.75,5.43,16.84,81.07,2.01
Algiers,Alger,Tell/Coastal,20050409,2.4662,6.7006,0.7567,6.55,7.45,12.71,74.95,9.13
Algiers,Alger,Tell/Coastal,20050410,4.3042,6.9422,2.7173,9.16,10.66,12.32,65.39,5.64
Algiers,Alger,Tell/Coastal,20050411,4.9265,6.9379,2.9232,6.91,8.03,13.77,68.42,0.56
Algiers,Alger,Tell/Coastal,20050412,5.365,6.9552,4.4359,3.18,3.55,14.02,68.13,0.0
Algiers,Alger,Tell/Coastal,20050413,7.3332,7.3886,9.4296,2.98,3.45,14.55,67.63,0.0
Algiers,Alger,Tell/Coastal,20050414,5.8915,7.2857,5.8663,2.05,2.64,15.54,73.25,0.0
Algiers,Alger,Tell/Coastal,20050415,2.9261,6.5969,0.1862,5.39,7.46,16.04,77.8,0.51
Algiers,Alger,Tell/Coastal,20050416,5.6434,7.566,6.552,7.4,8.74,14.45,74.12,0.23
Algiers,Alger,Tell/Coastal,20050417,7.5444,7.7263,10.2166,7.27,8.84,15.01,70.29,0.38
Algiers,Alger,Tell/Coastal,20050418,5.2358,7.0939,2.2586,6.87,9.13,16.37,77.72,0.01
Algiers,Alger,Tell/Coastal,20050419,5.7744,7.3061,5.1535,5.28,6.58,15.87,82.56,0.01
Algiers,Alger,Tell/Coastal,20050420,6.4646,7.4501,5.6719,4.93,5.78,15.34,81.94,0.01
Algiers,Alger,Tell/Coastal,20050421,5.1118,7.2434,2.7655,4.03,4.97,16.16,82.05,0.01
Algiers,Alger,Tell/Coastal,20050422,6.2707,7.3603,5.3978,3.44,5.22,17.93,72.0,0.0
Algiers,Alger,Tell/Coastal,20050423,6.905,7.4268,6.9096,3.07,4.5,18.74,73.85,0.0
Algiers,Alger,Tell/Coastal,20050424,4.7842,6.8789,2.2817,3.42,4.54,17.62,80.5,0.13
Algiers,Alger,Tell/Coastal,20050425,4.47,7.1969,0.942,3.17,4.0,16.9,85.5,0.0
Algiers,Alger,Tell/Coastal,20050426,6.4913,7.4311,5.4034,6.69,7.79,16.33,88.35,0.02
Algiers,Alger,Tell/Coastal,20050427,3.5369,6.1445,0.1661,5.54,6.63,17.08,87.19,0.52
Algiers,Alger,Tell/Coastal,20050428,4.4242,6.7826,2.382,4.06,4.59,16.47,89.58,0.14
Algiers,Alger,Tell/Coastal,20050429,6.9276,7.4506,6.2861,4.61,5.48,16.17,88.5,0.1
Algiers,Alger,Tell/Coastal,20050430,7.235,7.7426,7.8694,4.68,5.82,17.38,85.74,0.37
Algiers,Alger,Tell/Coastal,20050501,6.4956,7.5247,6.311,2.57,3.73,19.18,79.31,0.01
Algiers,Alger,Tell/Coastal,20050502,6.703,7.6282,5.9184,3.28,4.86,19.3,79.54,0.0
Algiers,Alger,Tell/Coastal,20050503,6.6919,7.5065,5.2961,2.16,3.0,19.2,79.81,0.06
Algiers,Alger,Tell/Coastal,20050504,5.2882,7.4594,3.2923,2.35,2.85,18.63,86.12,0.14
